# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_67thway_v7_j_l
# Exported by: MattTheEmp
setting:	replacespawns 0
item_ammo_pistol_ttt	834.598999 -710.487000 -446.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-921.877991 1327.689941 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-964.939026 1327.140015 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-939.809021 1330.349976 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-951.086975 1330.430054 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-928.107971 1300.020020 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-939.098999 1303.369995 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-957.994995 1307.640015 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-853.190979 11.646600 117.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-846.142029 44.257599 117.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-846.142029 44.257599 141.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-846.142029 16.257601 141.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	1483.489990 1423.819946 277.013000	0.000 0.000 0.000
item_ammo_pistol_ttt	1475.489990 1423.819946 277.013000	0.000 0.000 0.000
item_ammo_pistol_ttt	-599.862000 -259.011993 105.279999	0.000 0.000 0.000
weapon_zm_molotov	-711.418030 -516.507019 109.735001	0.000 0.000 0.000
weapon_zm_molotov	-714.374023 -423.308990 109.735001	0.000 0.000 0.000
weapon_zm_molotov	-610.617004 -31.534401 109.735001	0.000 0.000 0.000
weapon_zm_molotov	715.273987 1292.750000 245.735001	0.000 0.000 0.000
weapon_zm_molotov	903.456970 1289.079956 245.735001	0.000 0.000 0.000
weapon_zm_molotov	-1248.380005 1446.010010 149.735001	0.000 0.000 0.000
weapon_zm_molotov	-1281.760010 1445.859985 149.735001	0.000 0.000 0.000
weapon_zm_molotov	-1724.359985 5919.049805 69.734596	0.000 0.000 0.000
weapon_zm_molotov	-1730.609985 5866.859863 69.734596	0.000 0.000 0.000
weapon_zm_molotov	-1723.969971 5812.229980 69.734596	0.000 0.000 0.000
weapon_zm_molotov	-1729.040039 5748.580078 69.734596	0.000 0.000 0.000
weapon_ttt_confgrenade	-676.109009 1463.689941 92.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-678.211975 1603.209961 92.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-1167.430054 1545.150024 108.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	-1197.209961 1546.250000 108.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	-1179.670044 1547.229980 108.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	-953.310974 5914.479980 68.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-959.369995 5890.390137 68.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-955.835999 5852.580078 68.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-956.877991 5805.689941 68.487099	0.000 0.000 0.000
item_ammo_revolver_ttt	-1131.000000 -314.000000 -442.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	-1140.000000 -314.000000 -442.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	-1074.729980 1308.380005 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1076.849976 1327.619995 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1063.760010 1308.239990 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1057.770020 1328.040039 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1047.060059 1307.280029 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1046.089966 1328.430054 93.275803	0.000 0.000 0.000
weapon_zm_shotgun	601.262024 -742.721985 75.488701	0.000 0.000 86.500
weapon_zm_shotgun	960.000000 257.000000 132.488998	0.000 87.500 85.500
weapon_zm_shotgun	-944.955017 -324.333008 -444.510986	0.000 144.000 0.000
weapon_zm_shotgun	-787.000000 1275.589966 154.000000	0.357 90.351 -45.499
weapon_zm_shotgun	-1204.640015 98.867599 107.488998	0.000 0.000 -88.500
weapon_zm_shotgun	-1203.880005 192.514008 107.488998	0.000 0.000 -82.500
weapon_zm_shotgun	-1358.380005 1428.339966 127.488998	0.000 0.000 88.500
weapon_zm_shotgun	-1304.380005 1428.000000 127.000000	0.000 0.000 87.500
weapon_zm_shotgun	-796.726990 177.106003 235.488998	0.000 0.000 0.000
weapon_zm_shotgun	1435.569946 250.419998 132.488998	0.000 91.500 0.000
weapon_zm_shotgun	-1126.260010 4207.720215 51.488701	0.000 0.000 0.000
weapon_zm_shotgun	-2290.909912 6190.080078 67.488602	0.000 0.000 0.000
weapon_zm_shotgun	-264.000000 -360.000000 -636.510986	0.000 195.000 0.000
weapon_zm_sledge	1009.000000 209.000000 -137.000000	0.000 270.000 0.000
weapon_zm_sledge	696.000000 -119.000000 133.858002	0.000 272.500 0.000
weapon_zm_sledge	1648.750000 -429.000000 113.000000	0.000 0.000 0.000
weapon_zm_sledge	703.700989 1079.849976 244.858002	0.000 0.000 0.000
weapon_zm_sledge	1472.000000 1476.000000 279.432007	0.000 269.500 0.000
weapon_zm_sledge	-659.000000 935.000000 116.858002	0.000 0.000 0.000
weapon_zm_sledge	-711.000000 960.000000 116.858002	0.000 276.500 0.000
weapon_zm_sledge	-1136.439941 3119.370117 84.857803	0.000 0.000 0.000
weapon_zm_revolver	-1050.000000 -474.000000 -423.000000	-1.377 316.517 -89.951
weapon_zm_revolver	-992.000000 1320.000000 141.000000	0.000 61.000 90.000
weapon_zm_revolver	-1004.000000 1332.000000 141.000000	0.000 317.000 90.000
weapon_zm_revolver	-1169.000000 1548.650024 144.410995	0.000 0.000 87.000
weapon_zm_revolver	-1292.000000 1548.770020 148.000000	0.000 0.000 87.000
weapon_zm_revolver	-1382.000000 1548.839966 146.000000	0.000 0.000 87.000
weapon_zm_revolver	1195.060059 300.674988 131.998001	0.000 0.000 0.000
weapon_zm_revolver	1008.869995 300.878998 131.998001	0.000 0.000 0.000
weapon_ttt_glock	-866.000000 -574.000000 125.000000	0.000 250.000 0.000
weapon_ttt_glock	-789.000000 1283.000000 134.000000	6.523 299.711 -85.291
weapon_ttt_glock	-1066.000000 1208.000000 144.000000	0.000 0.000 89.500
weapon_ttt_glock	-1115.569946 1208.000000 145.000000	0.000 0.000 89.500
weapon_ttt_glock	1460.000000 1420.000000 276.938995	0.000 0.000 0.000
weapon_ttt_glock	-1519.709961 1446.189941 146.932007	0.000 0.000 0.000
weapon_ttt_glock	-1482.219971 1444.969971 146.932007	0.000 0.000 0.000
weapon_ttt_glock	-1497.500000 1444.630005 146.932007	0.000 0.000 0.000
weapon_zm_pistol	-1010.409973 1209.000000 145.000000	0.000 0.000 89.000
weapon_zm_pistol	-1408.000000 6129.000000 260.022003	0.000 0.000 0.000
weapon_zm_pistol	-1419.160034 6129.000000 262.000000	0.000 0.000 0.000
weapon_zm_pistol	-913.914978 47.153599 106.723000	0.000 0.000 0.000
weapon_zm_pistol	-1036.290039 -307.898010 106.723000	0.000 0.000 0.000
